DISTRICT_CODE,DISTRICT_NAME,member_2015,instruction_2015,pupilstaffsupport_2015,admin_2015,operations_2015,transportation_2015,facility_2015,foodcommservice_2015,member_2016,instruction_2016,pupilstaffsupport_2016,admin_2016,operations_2016,transportation_2016,facility_2016,foodcommservice_2016,member_2017,instruction_2017,pupilstaffsupport_2017,admin_2017,operations_2017,transportation_2017,facility_2017,foodcommservice_2017,member_2018,instruction_2018,pupilstaffsupport_2018,admin_2018,operations_2018,transportation_2018,facility_2018,foodcommservice_2018,member_2019,instruction_2019,pupilstaffsupport_2019,admin_2019,operations_2019,transportation_2019,facility_2019,foodcommservice_2019,member_2020,instruction_2020,pupilstaffsupport_2020,admin_2020,operations_2020,transportation_2020,facility_2020,foodcommservice_2020,member_2021,instruction_2021,pupilstaffsupport_2021,admin_2021,operations_2021,transportation_2021,facility_2021,foodcommservice_2021,member_2022,instruction_2022,pupilstaffsupport_2022,admin_2022,operations_2022,transportation_2022,facility_2022,foodcommservice_2022,member_2023,instruction_2023,pupilstaffsupport_2023,admin_2023,operations_2023,transportation_2023,facility_2023,foodcommservice_2023
2142,Gilmanton,171,1301960,140218,338699,413546,129167,0,97683,175,1391200,151916,350593,396867,213119,0,95828,164,1421457,173297,392106,550163,127790,0,103539,167,1445054,185673,374108,471977,184218,    ,98847,175,1454988.97,189532.68,360114.53,521017.91,157847.31,0,104211.35,170,1401400.28,190016.78,409394.47,455073.71,125596.31,0,110680.29,163,1398015.47,257603.45,362053.58,446230.25,141156.16,0,116505.89,160,1658649.76,236834.74,343339.19,587490,183563.05,0,112984.77,148,1559705.16,220365.22,354308.22,512450.68,162809.68,73800,157283.8
2184,Glendale-River Hills,956,7173426,1762052,1199450,2148231,1006587,570348,820619,928,7470353,1906724,1216520,2175100,982670,569654,1032651,936,7649207,2093950,1186261,2080608,925402,587591,1089827,962,8026312,2033278,1358957,2830071,1004170,607991,1127695,978,8709604.93,2241695.83,1386878.07,1986647.03,1039387.49,56791.34,1596793.94,974,8918410.3,1707175.51,1619457.55,2625096.04,952552.81,56791.34,942025.94,928,8304031.85,1968399.77,1557717.41,2409114.68,684725.24,95550.62,694488.49,950,9570639.7,1712005.44,1720905.19,2297946.13,1235526.28,95550.62,1279486.65,970,11437702.86,1992363.21,1993048.31,2913632.09,1254842.74,95550.59,958698.46
2198,Glenwood City,776,5181996,516089,918744,982486,346422,336136,308387,767,4975250,518767,890039,1101133,363785,701361,317010,743,4958963,459787,927599,976888,498859,833641,292821,726,5405320,501270,957913,865515,432319,733988,320786,721,4572142.83,570613.52,1038818.24,1525881.67,518807.55,729062.5,404043.32,712,4493587.38,494083.96,1055530.57,1226923.03,320877.98,730812.5,520361.31,699,4636399.29,581607.66,1047129.2,1267383.78,295228.69,726412.5,596272.43,712,4919700.01,741754.95,1119189.7,1375181.1,675177.12,1030504.08,792684.78,718,4977393.56,647916.77,1083679.38,1429049.13,532197.99,1407809.91,977058.39
2205,Glidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,Goodman-Armstrong,110,863436,142051,371070,359365,85415,0,93471,109,951869,179227,287458,315711,81609,0,89648,109,992646,157442,280578,308011,85755,0,114821,114,1083383,173905,322670,315198,90819,    ,119565,115,1297363.82,267081.03,318127.13,384610.1,88831.48,0,114509.7,110,1328066.83,216841.7,306381.8,293266.72,91954.69,0,121752.57,105,1362765.24,234019.93,293179.85,370735.78,61444.32,0,117583.72,99,1255581.1,234219.04,298585.79,347736.96,71155.87,0,116804.38,88,1323727.41,230586.19,316662.4,343401.57,117348.96,0,121387.38
2217,Grafton,2067,14118285,2483868,2379079,3561363,898120,1397816,707582,2081,14362345,2302480,2433622,3175336,952460,2336406,682010,2062,14780481,2577457,2393614,3270877,1007244,2399431,658212,2044,15115045,2659723,2420174,2897844,933329,2688152,655326,2025,15691884.9,2701670.56,2479413.03,3330323.28,1041521.44,4702852.39,676681.26,2026,15705656.66,2684098.94,2429314.59,3201113.14,864000.33,4057791.19,700110.2,1963,15273019.77,2611037.63,2392052.86,4173118.39,898865.37,3775827.61,956785.61,2047,15357216.85,3180977.52,2231242.23,3255717.25,985435.67,6955600.45,1206269.58,2096,16651823.32,2896495.24,2314259.37,3520514.5,958848.66,1232529.82,990408.39
2226,Granton Area,255,1877194,316821,454636,467381,133704,188031,317400,256,2077203,283339,461514,537814,101913,190519,286606,245,2099574,302800,483707,1022860,98287,78108,289740,245,1952319,442886,521534,461870,100638,150906,311258,240,1926039.28,401753.84,498972.11,605574.17,101426.96,199512.3,336491.76,239,2026019.74,307066.33,523723.92,624857.21,162920.6,213990,351409.27,241,2169321.01,716111.51,615948.23,687658.84,117084.75,215090,428464.18,261,2156548.3,813760.65,807327.08,1163310.58,128062.64,217090,533981.94,256,2639177.65,485875.02,667752.86,1469230.41,186589.34,1257504.85,581228.2
2233,Grantsburg,860,2989068,927493,2271912,2280137,640948,1139415,580053,875,3502050,931724,2363427,2890531,642986,427598,615417,878,2798573,979212,2348422,1863805,639010,453247,607110,893,3275631,1137286,2432190,1765559,672573,826481,599020,880,2610273.85,1092074.62,2810662.16,2158945.28,725768.61,268630.38,620411.92,870,1998699.61,1282605.89,3143326.8,1893904.12,719475.45,12662,617859.82,835,1355451.8,1396453.15,3344536.47,1932758.79,708571.92,22249.5,594948.81,853,2650930.69,1512659.54,3461687.11,1939857.37,765563.21,24933.41,723001.38,884,3790886.37,1816907.87,3703489.02,2001914.8,742188.21,795751.68,712162.38
2289,Green Bay Area,21980,145370954,34507207,17421572,40456907,8276440,20222297,11161266,22338,155318839,34425433,19091194,35043642,8179092,21486390,12304723,22573,160178408,32219814,18856478,32645100,8342708,29285668,12223791,22538,168958636,33517020,20871540,37107382,8811633,18361818,13473665,22325,175304171.9,35074274.3,21349769.81,36421812.52,9112100.07,18738542.97,14062637.71,22320,172738581.9,36061479.55,22239847.45,33631584.28,8806633.23,25492691.97,13327905.24,21423,183677172.5,39448430.64,22485516.86,36841255.3,7808514.21,33871126.25,12136397.84,21938,201564754.3,45547149.63,25860265.66,38102646.48,10130474.95,33383751.17,15027237.35,21295,197813587.4,43930504.62,26059991.63,37410760.53,9717395.48,46737808.47,15455865.71
2310,Green Lake,261,2420696,568282,641649,429786,176759,672278,158707,260,2262351,541509,667689,643915,163886,442525,154995,253,1957954,684539,605252,564522,155621,351785,194909,254,1807928,772771,612206,559774,163972,354604,255494,258,1942133.06,623992.16,633240,672204.13,126650.51,265383.5,228812.2,267,1882676.36,599758.48,650351.25,759301.64,103048.76,261416,239891.78,275,2132101.58,658049.9,808116.11,881313.97,115293.42,275203.51,328278.93,271,2009395.04,688388.11,715895.99,943892.55,133370.95,263228.08,235517.81,255,2232988.22,865517.3,724499.56,884002.33,105510.53,188417.55,228433.06
2296,Greendale,2329,17124116,2893177,2882104,3906177,437390,1724479,2703975,2330,16281450,2618286,3007750,4735315,395229,2183011,2013282,2373,18390265,2672762,3152472,5136901,454589,1595794,2208994,2426,19097602,2793463,3015079,4219200,467905,1708585,2237497,2537,19485709.39,2998201.25,3023342.81,4849430.59,509016.58,1938272.94,2244874.41,2629,21849297.82,2761084.43,2973432.18,4697714.48,539370.93,3067717.05,2463256.07,2564,21631711.81,3163581.41,3059482.13,5271343.88,329028.2,3048286.97,1865061.21,2566,22705660.22,3114286.18,3048560.54,5718168.86,565492.12,5866481.27,2426683.87,2541,22854004.21,3485613.11,3082832.45,5935127.59,675447.5,4424116.01,3087447.92
2303,Greenfield,3249,20628585,3216423,3358900,6778248,1318260,4685921,1518683,3294,22054208,3203858,3280129,6858437,1265299,4545248,1762776,3352,23324690,3066502,3370589,6677857,1310731,5380885,1755451,3432,24544394,3739334,3394864,6242041,1376592,5034836,2282674,3522,25046576.79,4194508.67,3410152.3,3377096.24,1215646.17,8694331.39,2068577.95,3575,26085309.52,4590703.74,3518837.08,7242014.71,1180994.25,5198076.22,1714242.47,3471,29149114.45,4081837.28,3670137.47,6298642.97,1161710.82,5519073,2101722.01,3498,29755199.39,5894302.79,3707617.32,5901053.82,1415627.21,6441654.55,1989424.74,3641,30225684.29,5203617.77,3700759.08,5730553.79,1544683.35,7177556.43,2598997.31
2394,Greenwood,411,2905873,283184,721144,916060,397267,524482,249070,428,3262973,370230,630310,1013668,409297,533438,236334,443,3398707,355266,631871,998658,463335,35707,249756,427,3507110,410687,685632,1094022,448292,47015,274988,391,3600844.72,531074.58,702014.26,1106723.2,473665.28,0,260000,400,3499461.69,571594.96,731243.64,912977.57,448149.41,160865.82,329795.84,384,3799634.67,602009.63,724678.16,1087414.82,425761.03,59713.36,276849.9,408,4009135.12,655785.87,782663.36,1351458.32,485330.56,103326.06,308569.2,404,4247019.26,618480.32,848291.78,1164382.32,482155.2,391342.21,359192.99
2415,Gresham,273,2044196,292623,483738,774621,178688,151365,160509,292,2060442,311314,572715,880632,170723,0,170387,312,2035430,314647,550161,827430,170808,0,165354,270,2150309,308075,645671,885645,169432,108949,155204,257,2173512.89,345650.24,705112.8,751715.28,205209.61,45319.76,236978.86,242,2173802.11,343730.76,646386.2,493349.69,226048.75,28160.82,183176.57,241,2504639.77,377255.32,640725.42,542544.85,192032.35,258967.53,235050.98,262,2665108.25,573181.29,645374.33,484645.66,223621.95,293758.29,361596.22,285,3007911.58,484763.24,641642.85,895311.1,242034.45,323923.95,215410.2
2420,Hamilton,4618,29478073,4577661,4227211,6775247,3034260,5343144,1067589,4636,29925612,4524046,4490838,7139521,2881439,4436091,1113763,4692,30694017,4473166,4440448,7360666,2978603,1150673,1148586,4853,32447583,4286614,4931854,7017392,2924700,1281802,1354775,4878,35162255.18,4404912.78,5237485.8,6938159.9,3175622.22,3765907.16,1138473.17,4958,34925950.09,4647351.26,5485965.93,9968602.9,3379605.27,3732358.37,1185340.6,4950,38549924.86,5227217.44,5600212.24,9743141.98,3139105.23,3965326.21,1305383.5,5029,40038964.14,5548666.24,5700403.92,10506789.86,2986696.66,6841723.42,1594860.2,5247,41580821.1,7182762.98,6200119.83,11265215.51,3308452.26,9682260.93,1925731.12
2443,Hartford J1,2004,13310904,1999768,1617825,4193748,551171,1699109,784039,2031,13779254,1987572,1721412,3012051,537074,808907,761293,2057,14030219,2284932,1690658,1798567,534624,1687399,908120,2050,14528886,2154777,1789805,3282483,572422,1682910,896886,2042,15150881.28,1966610.32,1860854.53,2851987.07,607991.25,1508133.16,1121848.74,2017,15635685.71,1888178.89,1882853.4,2597249.29,447335.16,1802449.87,1000093.43,1927,15674838.62,2020266.53,2106207.46,2062433.2,450863.58,1658987.12,1197415.44,1874,15614044.03,2221422.99,2252473.55,2672083.15,521879.77,1421896.29,1066979.73,1854,15388830.89,1987749.05,2257731.86,2796296.74,544779.51,1412634.12,1175074.57
2436,Hartford UHS,1526,10100489,1455029,1413843,3387635,745671,2251148,811465,1533,10014307,1244377,1601165,3048975,700489,991939,1091141,1529,10561296,1396493,1634757,3140788,713042,1336779,746829,1514,11167520,1890404,1390117,3287400,808621,764233,724256,1538,11498846.18,1968063.29,1436285.24,3448113.48,777714.24,1097046.72,760857.99,1511,11283111.24,2004509.12,1460228.98,3031203.29,711654.51,3360860.37,865920.02,1517,11658730.23,1949478.61,1955843.79,4047954.83,646745.08,2383162.21,763752.74,1497,11530040.2,2287127.02,1781503.29,4814614.53,966198.77,867379.23,1103308.61,1465,12702224.11,2033063.75,1751473.77,3761761.76,990638.46,1274012.85,1197143.59
2460,Hartland-Lakeside J3,1237,9064881,1402486,1469608,1764582,403704,1744455,745760,1227,8608049,1379895,1555962,1988327,388852,1738930,713811,1232,8407413,1673607,1565539,1520845,420268,1409200,666762,1235,8087096,1599746,1349478,1324631,413573,1452550,623487,1284,7850137.35,1700452.05,1489614.54,1853442.46,423313.75,1489206.4,648875.45,1276,8436807.24,1497140.66,1505568.61,2022605.77,415889.87,771850,920599.97,1166,8734989.26,1253759.23,1470480.12,2425516.71,436802.5,0,1126091.41,1238,8548459.66,1216066.59,1606866.38,2338776.84,472191.76,0,1502951.09,1223,8519799.64,1381650.03,1549499.14,2257454.86,499963.83,3625.98,1568427.26
2478,Hayward Community,1822,11712987,1857235,1939060,4684656,1511802,1602650,951724,1783,11127924,2024618,1890195,4103075,1522739,1565908,909015,1772,11737185,1992021,1813737,4441461,1515428,1529958,979396,1812,12149588,2145046,1977938,3453224,1529359,1579849,875388,1812,12516644.71,3022129.26,2005080.02,2828862.56,1510100.95,3028922.97,873544.65,1815,12898780.57,3063264.86,2083850.31,2875437.64,1317768.17,1647079.92,947329.39,1751,14342756.37,3879983.84,2288311.62,2861060.02,1370727.99,1650724.77,759561.04,1698,15487755,4611698.71,2753123.8,3355714.42,1572314.96,2357313.14,1088162.6,1705,15759791.09,4801163.68,2644323.18,3181927.92,1579308.58,2699280.58,1184574.88
2523,Herman #22,68,570496,21889,134132,143407,69541,0,25644,63,598017,28648,106249,126638,62897,0,22138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,Herman-Neosho-Rubicon,,,,,,,,,,,,,,,,,355,2781759,428645,522311,730355,258789,167739,154315,346,2652689,470416,486377,1041464,281855,208260,159578,336,2864987.42,473687.72,498134.61,518272.97,302033.34,226752.5,140185.92,341,2929696.32,316668.99,538205.89,519971.07,242194.78,152851.54,119254.85,327,2923808.44,346654.92,561270.45,574441.07,235975.93,91.5,144147.76,338,3110454,317930.77,625158.83,624780.66,287533.2,131462.3,159461.74,349,3124654.41,360263.61,617823.85,532365.28,259621.13,20436.45,148882.64
2527,Highland,284,2197052,377637,376374,767788,161435,711421,183815,301,2326859,376063,379587,714503,148694,503734,190810,300,2301879,371718,378888,796427,142048,393719,190550,311,2334408,317349,387331,838939,153277,349049,184180,316,2577704.54,348887.84,402925.62,806495.03,146393.17,406762.96,182108.69,314,2590268.52,319996.68,455507.02,840996.03,127820.37,376092.36,194175.31,311,2680772.72,340538.05,432166.77,690166.29,129738.58,351112.5,171288.83,318,2741568.37,397188.32,440689.37,693056.48,194303.6,344897.5,202492.69,297,2903577.04,527438.33,476433.28,774288.03,166406.01,359767.5,179124.12
2534,Hilbert,452,3053663,454649,601095,706028,105744,380067,247254,445,3162550,273850,611842,732534,187633,952791,251719,441,3276175,316191,576804,783828,119236,627427,238302,457,3164738,390028,581240,768307,237017,836893,219727,467,3110540.68,519791.49,524971.46,827750.2,234880.6,1331425.17,237502.5,490,3195470.64,542361.83,594659.64,933205.32,211225.63,1282082.79,246109.8,466,3132293.69,574637.73,631766.58,949643.99,220750.03,1491173.41,306343.34,474,3371061.12,619968.9,696569.84,935705.4,247902.55,1254814.68,319220.48,477,3612801.11,605171.81,740309.55,944997.26,220307.96,1563207.62,338699.8
2541,Hillsboro,503,3816046,519128,733216,884789,358507,586258,323560,520,3922465,528148,731729,1075444,305061,508970,289131,535,3912996,520743,755744,963898,316930,559514,313015,541,4218640,651184,826525,961516,290959,838774,326476,535,4292806.33,730966.83,934619.73,1135214.23,453203.54,439768.8,340577.2,528,4543787.64,590089.79,838913.13,1150472.64,276434.69,561651.59,375355.31,498,4564229.22,941014.58,932262.89,1146719.33,472013.21,1162680.53,352477.39,489,4553036.76,1324742.64,985774.8,1541980.66,440586.89,1152275.24,400140.21,474,4683474.44,1165561.76,1068897.18,1303142.35,519649.15,1087357.63,409784.41
2562,Holmen,4049,29557461,4979062,3154105,6265271,1995444,3392728,2527003,4100,29608197,4955644,3090898,7004831,1834835,3650489,2662146,4061,30288825,4898785,3307829,7322088,2125910,4226838,2588926,4160,30803102,4971446,3238866,7265225,2376313,4262990,2749446,4165,31911469.32,6467845.76,3277398.18,6140458.51,2280203.74,3898509.46,2752461.48,4176,31574497.54,6297048.73,3445964.15,5806537.83,2115068.66,7673872.93,2522189.78,4142,32786087.9,6813146.32,3556434.36,6096664.64,1992156.87,5109586.15,2545592.55,4259,34232191.88,6810605.85,3594016.96,6856252.17,2203024.29,5700621.65,3527871.66,4205,36940354.23,7760281.18,3665373.81,8120479.98,2473821.36,4751979.43,3645894.4
2570,Holy Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,3517494.53,761569.59,876905.83,762040.32,519411.62,497535.75,140919.14,517,3293511.96,673700.42,898536.25,985270.86,492012.04,224075.7,141651.37,505,3715576.49,751137.5,841796.94,780331.66,536873.95,334055.01,180719.82,513,4228254.74,1099447.49,939412.96,551858.01,362767.05,145215,221493.05,512,4633490.46,851196.21,1009351.01,1037350.87,365545.69,149291,225982.88
2576,Horicon,857,5714481,883360,925080,1295209,320990,833063,371243,848,5503122,854056,966364,1420086,316976,840813,363897,830,5644008,754008,1116786,1318615,315911,1107033,361323,828,5843056,665431,1128953,1354370,344521,561900,356596,808,5979846.04,697428.43,1134917.29,1265601.94,366336.02,1652991.44,377055.77,820,6102474.41,673562.74,1221603.5,1284068.15,306532.71,1605069.2,385804.19,812,6673012.94,866730.59,1299747.41,1369413.09,323357.31,1906224.01,513584.53,858,6342453.79,761404.69,1297840.57,1399281.85,395047.29,2099995.23,632570.27,888,6898469.58,799761.33,1409008.53,1489691.23,403461.7,3312009.85,791360.79
2583,Hortonville,3601,23046905,3195680,3099282,3791705,2213927,3581224,1485219,3647,23349821,3305461,3141155,3813938,2255415,4052542,1411457,3786,24050411,3449962,3192150,3701722,2249031,4026607,1546501,3859,25304931,3547580,3184560,3773302,2312183,4721758,1574654,3956,25373820.49,3545824.67,3202999.99,5368461.02,2503328.64,5069809.51,1579289,4039,26315428.86,3916310.83,3267821.07,5455448.84,2690788.65,4501269.55,1414160.39,4062,27886940.05,3894865.69,3720049.2,6392525.87,2788213.87,4295441.64,1427807.73,4250,30344613.58,4378805.64,4125840.78,6126673.03,3118306.5,8291196.71,2014327.12,4238,29274378.36,5442331.69,3539559.48,7534044.03,2752658.02,9842133.77,1809848.58
2605,Howards Grove,867,5815563,752012,1221911,1369670,608761,572288,264046,873,5615163,805370,1122220,1323695,594021,543785,250761,862,5699867,780229,1156877,1338059,595470,551035,322038,849,5497110,847540,1167427,1615126,596138,712972,268455,855,5649254.09,1130045.24,1222955.24,1529237.88,611681.3,722910,360443.83,852,5528604.88,1000305.41,1256143.09,1448601.17,512394.07,1269128.48,290809.56,813,5427617.33,1015019.79,1434672.53,1470311.78,605618.87,1502313.62,392683.85,797,5424008.9,1186591.04,1342537.31,2116449.46,644813.1,2218160.19,563827.09,822,5890438.49,1377882.02,1427725.18,2451390.76,666447.05,2436121.33,480341.89
2604,Howard-Suamico,5599,31540424,6366551,4471330,6687698,2273631,10566382,3008521,5599,38280821,6852442,4493352,3517646,2312966,6512358,3341088,5651,31973384,6824523,4478060,10760779,2353561,5535746,2969535,5666,30501050,6163751,4375251,8784297,2457375,8182933,2978212,5711,37441964.67,7331277.55,5228580.79,8394967.85,2526611.53,7148212.09,2927402.23,5744,40549604.53,10031173.51,6966288.86,11464465.14,2405935.71,4267108.83,3457499.97,5535,38183163.27,9169958.22,5355458.25,9252990.09,2884619.64,11970358.94,3807132.55,5710,46783697.55,12659910.76,5402344.63,8690936.97,3310665.42,7255448.02,4506850.99,5681,43721554.32,11127041.85,5935904.39,13910646.4,3538247.8,13504905.02,4713275.68
2611,Hudson,5597,36011884,5591454,4163626,7900280,2671352,5962968,4418974,5629,37326564,5734707,4214739,7944344,2625450,4641573,3711461,5618,38674924,6058002,4431095,8593265,2764116,6850328,3855394,5668,41001261,6268212,4647827,9882227,3064480,8294814,3956429,5642,42646618.19,6874651.29,5140906.39,10646309.72,3369155.04,11412265.98,3948634.64,5613,40991220.86,7040441.17,4964452.63,10522241.19,2948440.61,8862752.24,3815665.29,5360,43430537.73,7061081.99,5175044.1,11863017.95,3209898.36,7965521.38,3248112.52,5452,43534360.26,7897448.95,5279516.54,11700652.56,3590535.03,7866964.76,3628554.69,5260,44381788.46,8205031.32,5486043.9,17329445.75,3699677.27,8293181.68,4105014.38
2618,Hurley,611,4189664,543722,815383,1248303,638257,0,469888,598,4167698,440636,868893,1384860,648972,985,427990,570,4188000,461700,849520,1182763,653648,4650,414553,555,4316068,462849,851160,1561150,559454,    ,419983,549,4231657.58,473804.95,947171.53,1170707.46,554395.37,641556.1,366036.03,546,4183183.26,437084.25,785483.5,1207967.04,401737.93,784710.2,361144.66,503,4048010.3,422942.97,823552.86,1151200.87,577079.15,129767.72,290676.5,523,4788310.24,412424.2,794368.95,1691234.48,588616.39,2406273.48,329839.61,540,4458053.52,468424.57,699488.6,1549631.12,607713.5,39159.99,478685.33
